IdNoticias,Img,Data,Titulo,TituloEn,Keywords,Descricao,KeywordsEn,ImgInicial,DescricaoEn
54,NULL,2018-05-28 00:00:00,Cientistas criam curativo que pulsa para tratar sequelas de corações infartados,NULL,NULL,Os,NULL,d27e3ee52508a3cd6116defc72caef1e.jpg,NULL
55,NULL,2018-05-28 00:00:00,Aeroporto,NULL,NULL,A primeira remessa do domingo chegou durante a madrugada. Cinco carretas deram fôlego ao funcionamento do a,NULL,ac00d1f462b3f6bbe0308c1f4f661615.jpg,NULL
56,NULL,2018-05-28 00:00:00,Exercício,NULL,NULL,"Desde que a obesidade se tornou uma epidemia global \xe2\x80\x93 estima-se que, por volta de 2045, 22% das pessoas serão",NULL,47fbe842d201994484b4e15fd853ed95.jpg,NULL
57,NULL,2018-05-28 00:00:00,'Quase 100% dos postos estão abastecidos' em Fortalez,NULL,NULL,"Sindipostos-CE fala em 'quase normalidade', mas em outros",NULL,6f3ffec55375dcb1e7366541425c9889.jpg,NULL
59,NULL,2018-05-29 00:00:00,Cenário,NULL,NULL,"O cenário externo dos Estados Unidos tem melhorado e,",NULL,93c9b1c9502afb8f70dbd5fcba6e5942.jpg,NULL
60,NULL,2018-05-29 00:00:00,Previdência,NULL,NULL,A,NULL,143abcbcd99a6b69c45d55734555c253.jpg,NULL
61,NULL,2018-05-29 00:00:00,Vacinação contra gripe vai até sexta-feira,NULL,NULL,A,NULL,3ee947c89d175465097db40439633246.jpeg,NULL
62,NULL,2018-05-29 00:00:00,'Lista de postos com gasolina' no WhatsApp é golpe,NULL,NULL,A fabricante de antivírus Kaspersky Lab divulgou um a,NULL,a49135bfb2e363c58d88549f52e992e4.jpg,NULL
63,NULL,2018-06-05 00:00:00,A vitamina D é mesmo uma vitamina ou um hormônio?,NULL,NULL,Estudos recentes demonstram que a vitamina D participadecisivamente,NULL,cbcdfed67bac466c834be0cb6da0e415.jpg,NULL
64,NULL,2018-06-05 00:00:00,Um,NULL,NULL,Um em cada 4 adultos não pode ser considerado pratica,NULL,0badd6b4668189e60c3d872f0b00c54d.jpg,NULL
65,NULL,2018-06-05 00:00:00,Casa da Mulher Brasileira deve começar a funcionar a,NULL,NULL,"Após impasses entre os governos estadual e federal, a",NULL,9b6470d7bac915956849c69a6b793e6a.jpg,NULL
66,NULL,2018-06-05 00:00:00,"Cearenses já pagaram mais de R$ 17,6 bi em impostos",NULL,NULL,De,NULL,05ffd222782d713a09174fbcb4df9439.jpg,NULL
67,NULL,2018-06-05 00:00:00,Indústria,NULL,NULL,Depois,NULL,4587ab4d22535f88fbde87c6334a7a25.jpg,NULL
68,NULL,2018-06-05 00:00:00,Clássico,NULL,NULL,O,NULL,f89fa25bfe63acc531e317fd871075dd.jpg,NULL
69,NULL,2018-06-06 00:00:00,"Labirintite: o que é, sintomas, causas e tratamentos",NULL,NULL,Nem toda vertigem é labirintite. Existem diferentes d,NULL,ab8165d3dccbd2b9597d3b07b3635519.png,NULL
70,NULL,2018-06-07 00:00:00,Número,NULL,NULL,Caiu,NULL,c3a7d205eb536b1a7434622bbed1f156.jpg,NULL
71,NULL,2018-06-08 00:00:00,Receita libera R$ 118 milhões no primeiro lote de res,NULL,NULL,\r\nForam beneficiados no primeiro lote os contribuintes com idade acima de 60 anos ou com alguma deficiência,NULL,b698c55a20cf2d532dc90c0a1064e16f.jpg,NULL
72,NULL,2018-06-12 00:00:00,O sistema de previdência complementar fechada apresen,NULL,NULL,A,NULL,232028f991a293f9ec3e0bae0f348cb6.png,NULL
73,NULL,2018-06-13 00:00:00,Trechos de vias no bairro Dionísio Torres serão blo,NULL,NULL,"A partir das 22 horas desta terça-feira, 12, a rua Sa",NULL,cda7bd1d45920ed1ee7fb836994ae296.jpg,NULL
74,NULL,2018-06-13 00:00:00,PIB,NULL,NULL,,NULL,8d943567a1fb5d4f1477c1de092fdf96.jpg,NULL
75,NULL,2018-06-13 00:00:00,Ceará,NULL,NULL,"O Ceará em 2018, assim como em 2017, segue como terce",NULL,a25b107061929d4e1cdac40f0c1b7cac.jpg,NULL
76,NULL,2018-06-13 00:00:00,Confira o que abre e o que fecha em Fortaleza nos dias dos jogos do Brasil na Copa do Mundo,NULL,NULL,Um,NULL,c6cdc652ecb9888d13d2cb1c9c251ad2.jpg,NULL
77,NULL,2018-06-14 00:00:00,"Dia Mundial do Doador de Sangue: saiba quem pode doar,o",NULL,NULL,Especialistas,NULL,12da81d3ee21cc27ca661df65000b4ab.png,NULL
78,NULL,2018-06-14 00:00:00,"Plano de saúde: até 5,72% de alta",NULL,NULL,A,NULL,0cab51df666b20dcfa0e9af0ff27f1be.jpg,NULL
79,NULL,2018-06-14 00:00:00,Copa,NULL,NULL,Hoje,NULL,1cb556e658471ca6238a6607c754a19b.jpg,NULL
80,NULL,2018-06-15 00:00:00,Primeiro,NULL,NULL,Cerca de 54.627 cearenses serão beneficiados neste pr,NULL,599f7c16fff22a57034e5b002c16f503.jpg,NULL
81,NULL,2018-06-15 00:00:00,"Dólar tem maior alta em 13 meses, cotado a R$ 3,812",NULL,NULL,"O dólar disparou ontem (14) e fechou acima dos R$ 3,8",NULL,1c79309c11cccb1846d07cb7ae2d184e.jpg,NULL
82,NULL,2018-06-18 00:00:00,Doença,NULL,NULL,Apesar de atingir cerca 70 milhões de pessoas em todo,NULL,2d7fc7607b003ac4b04d3cc6bbec2b3b.jpg,NULL
83,NULL,2018-06-18 00:00:00,Brasil,NULL,NULL,A vacina antitetânica passou a ser disponibilizada no,NULL,31f33fa2f4fc4dd5bf8546a6cb4a46a0.jpg,NULL
84,NULL,2018-06-18 00:00:00,WhatsApp requer cuidado extra dos usuários do aplicat,NULL,NULL,"De acordo com Emilio Simoni, diretor do dfndr lab, laboratório da PSafe especializado em cibercrime, o What",NULL,f4c3c93b5e6115dd2a7e0b9777a5ef66.jpg,NULL
85,NULL,2018-06-18 00:00:00,Maioria,NULL,NULL,A maioria dos brasileiros avalia que o sistema previdenciário,NULL,ff051bc57b4f58b9ecb439ce4a848cdb.jpg,NULL
86,NULL,2018-06-15 00:00:00,Estatuto do Idoso completa 15 anos com dificuldades de efetivação,NULL,NULL,Nem sempre a agressão contra pessoas com mais de 60 a,NULL,8021bb2b46b04df25b2e831ee66f3ba8.jpg,NULL
87,NULL,2018-06-19 00:00:00,"Idosos têm chance menor de ficarem desempregados, apo",NULL,NULL,"Quanto mais velho um trabalhador, menor a probabilidade de ficar desempregado, aponta um estudo de um consultor do Senado em parceria com outros dois economistas.\r\n\r\nOs dados, dizem, corroboram com a necessidade de uma",NULL,ef38aa427d8668088a29308273820948.png,NULL
88,NULL,2018-06-19 00:00:00,Trânsito,NULL,NULL,São,NULL,ba227eff24bef2977eb3906aa25e84cb.jpg,NULL
89,NULL,2018-06-19 00:00:00,Anvisa,NULL,NULL,A,NULL,9bf4d325ce1517ad6a3fc8998c4b3fe5.png,NULL
90,NULL,2018-06-19 00:00:00,Bolsa cai abaixo dos 70 mil pontos,NULL,NULL,O,NULL,218d11cc7293a20bdeb3f2ecaec8986c.jpg,NULL
91,NULL,2018-06-19 00:00:00,"9,5",NULL,NULL,,NULL,69cd6232cbc642944f49aa1fd441bac2.jpeg,NULL
92,NULL,2018-06-20 00:00:00,CNH digital passa a valer no Ceará; veja como funcion,NULL,NULL,A,NULL,c83ae0c65a4ef1c2efea971171c315cc.jpg,NULL
93,NULL,2018-06-20 00:00:00,Hábito de fazer exercícios sobe 125% na Capital,NULL,NULL,Na,NULL,9094c31f9c61723d3a3b2de7c689c00b.jpg,NULL
94,NULL,2018-06-20 00:00:00,Ceará,NULL,NULL,No,NULL,bbb490ce7704858c54168e85c871c422.jpg,NULL
95,NULL,2018-06-21 00:00:00,Previc,NULL,NULL,"Em workshop realizado pela Abrapp nesta terça, 19 de",NULL,dacc94660aba964b54586a07a7bf9b81.jpg,NULL
96,NULL,2018-06-21 00:00:00,Novos,NULL,NULL,Em,NULL,f4f2fa3b5b31d505ca23548220969335.jpg,NULL
97,NULL,2018-06-21 00:00:00,Permissão para carro trafegar 200 metros em faixa de,NULL,NULL,O limite se estendeu para 200 metros apenas no binári,NULL,96505d6b7cae851ef279509d4d256d18.jpg,NULL
98,NULL,2018-06-21 00:00:00,Ceará cria 2.039 empregos e tem melhor maio desde 201,NULL,NULL,"Pelo terceiro mês consecutivo com saldo positivo, o C",NULL,740e1c6dfcc652f360bbfb91f0e85ff5.jpg,NULL
99,NULL,2018-06-26 00:00:00,"Rentabilidade dos fundos de pensão cresce para 3,14%",NULL,NULL,A carteira consolidada das Entidades Fechadas de Previdência,NULL,0b83e707fd387d7c782bc2edbdff8680.jpg,NULL
100,NULL,2018-06-26 00:00:00,Seinfra,NULL,NULL,De,NULL,a05f9f100844f1e6604b1860f26a0dcd.jpg,NULL
101,NULL,2018-06-26 00:00:00,263 mil idosos se mantêm trabalhando no Estado,NULL,NULL,"Apenas da Capital cearense, 94 mil pessoas com 60 anos ou mais permaneciam no mercado de trabalho no primeiro",NULL,89f500fd66b66e2ca96e23dec10465e4.jpg,NULL
102,NULL,2018-06-27 00:00:00,Nova via deve beneficiar sete bairros da Capital,NULL,NULL,Com o objetivo de facilitar o acesso de entrada e saí,NULL,1a0c8969096008ba65992d4b7a2b5de5.jpg,NULL
103,NULL,2018-06-28 00:00:00,Ceará tem a segunda pior média salarial do País,NULL,NULL,No,NULL,7571dfea0af25cdcc5ba25364e73d252.jpg,NULL
104,NULL,2018-06-28 00:00:00,BR-116 ganhará corredor de ônibus do km 1 ao 10,NULL,NULL,O,NULL,bf6d6520f6362c58a540182d105168b4.jpg,NULL
105,NULL,2018-06-28 00:00:00,Atividade física na idade adulta diminui risco de dep,NULL,NULL,A,NULL,366f0af2fbd4cd1aed31cc3f8d9ff71d.jpg,NULL
106,NULL,2018-07-03 00:00:00,Lotéricas,NULL,NULL,"Clientes da Enel, distribuidora de energia no Ceará,",NULL,033f9085b924682e795847a0ccf043db.jpg,NULL
107,NULL,2018-07-03 00:00:00,Aposentados: como fugir de possíveis golpes,NULL,NULL,Aposentados e pensionistas do Instituto Nacional do Seguro Social (INSS) devem desconfiar de promessas sobrerevisões,NULL,fa56d480490ffc430298ed9599443f08.jpg,NULL
108,NULL,2018-07-04 00:00:00,Cervicalgia,NULL,NULL,O,NULL,d903fcfda684f221e28358f80b551412.jpg,NULL
109,NULL,2018-07-04 00:00:00,Adesivo,NULL,NULL,Uma nova forma de tratamento para o Alzheimer está di,NULL,444b1d0659559071ce2a2c17b211a9c4.jpg,NULL
110,NULL,2018-07-05 00:00:00,Confira o que abre e fecha no jogo do Brasil contra a Bélgica na sexta-feira,NULL,NULL,Serviços,NULL,a67f325d20e8da79733f0202edf2f755.jpg,NULL
111,NULL,2018-07-05 00:00:00,AMC garante desconto de 40% em multas por meio de aplicativo criado pelo Denatran,NULL,NULL,A,NULL,a72ab485d6fbc6d97cbf3af69ae07381.jpg,NULL
112,NULL,2018-07-06 00:00:00,VLT de Fortaleza passa a operar de forma gratuita da Borges de Melo ao Papicu nesta sexta,NULL,NULL,Um novo trecho do Veículo Leve sobre Trilho (VLT) de,NULL,606cd53e0574fdcd199b25afe73222bd.jpg,NULL
113,NULL,2018-07-06 00:00:00,Inflação,NULL,NULL,O,NULL,b4cc7561c35d39226d43e33d2661573a.jpg,NULL
114,NULL,2018-07-06 00:00:00,Continuação,NULL,NULL,"A partir deste sábado, 7, a rua Santa Terezinha do Me",NULL,5dc447bf086ce51e2ceb5e28ffaf6e6f.jpg,NULL
115,NULL,2018-07-06 00:00:00,Receita restitui R$ 154 milhões nesta sexta para cont,NULL,NULL,"A Receita Federal credita nesta sexta-feira (16) R$ 154,4",NULL,88475741957a57fa4eb420fa9039bb63.jpg,NULL
116,NULL,2018-07-09 00:00:00,Casos de dengue em Fortaleza caem 95%,NULL,NULL,Considerada uma das arboviroses de maior incidência n,NULL,c0f292ea8964c19867daac2ed92196b4.jpg,NULL
117,NULL,2018-07-09 00:00:00,Alunos da rede pública fazem vaquinha online para par,NULL,NULL,A,NULL,b504a53c74bb1e31381188442e3e692f.jpeg,NULL
118,NULL,2018-07-09 00:00:00,"2º lote: 99,8 mil cearenses beneficiados",NULL,NULL,"A Receita Federal libera, às 9h de hoje (9), a consul",NULL,a8c838375cd9faff0614e2550e1645fd.jpeg,NULL
119,NULL,2018-07-09 00:00:00,Mercado,NULL,NULL,Instituições,NULL,f31b10e09033a2ced5d66bbe84a7fd24.jpg,NULL
120,NULL,2018-07-09 00:00:00,Doenças,NULL,NULL,Dados,NULL,7549270876c46d691f0fc73e77df894c.jpg,NULL
121,NULL,2018-07-10 00:00:00,Ceará,NULL,NULL,"Diante do surto de sarampo em Roraima e Amazonas, o Ceará",NULL,a350062989ccbc39e611aa7ff8828662.jpg,NULL
122,NULL,2018-07-10 00:00:00,Binário,NULL,NULL,A Avenida Santos Dumont de Fortaleza passará a ter m\xc3\xa3o,NULL,3fd208e7c97bb36c7ee739d72202dd24.jpg,NULL
123,NULL,2018-07-10 00:00:00,Após,NULL,NULL,"Quinze anos após ter sido criada, a principal lei de",NULL,d5cbed6a23b075e7419ccf388b74f7b0.jpg,NULL
124,NULL,2018-07-10 00:00:00,Imparh,NULL,NULL,O Instituto Municipal de Desenvolvimento de Recursos Humanos,NULL,64236f6e37ed6e54f1368b7be480f67b.jpg,NULL
125,NULL,2018-07-11 00:00:00,Reservatórios voltam a sangrar no Estado do Ceará,NULL,NULL,Pouco,NULL,f5097e1bce5d234da77241fc16b5d0cb.jpg,NULL
126,NULL,2018-07-11 00:00:00,Câmara,NULL,NULL,A,NULL,23091b856894a7e8aa09e4d0d41a29ea.jpg,NULL
127,NULL,2018-07-12 00:00:00,Água,NULL,NULL,"Com atraso de seis anos, a conclusão do Eixo Norte do",NULL,d9178c083f27022758804ad0714a09c4.jpg,NULL
128,NULL,2018-07-12 00:00:00,Avenida,NULL,NULL,Duas,NULL,2a687a61067559f7dfde199d65dcd435.png,NULL
129,NULL,2018-07-12 00:00:00,Tráfego,NULL,NULL,Esperada,NULL,697f35d24c0cd1933e566c1c39d3a6f7.jpg,NULL
130,NULL,2018-07-13 00:00:00,Boas,NULL,NULL,Em,NULL,3e119282270882b9079b6571b53ac657.jpg,NULL
131,NULL,2018-07-13 00:00:00,Alta temporada em Fortaleza aquece vendas em até 15%,NULL,NULL,De,NULL,aadd504019a12f257950c9037abf1bb9.jpg,NULL
132,NULL,2018-07-13 00:00:00,Número,NULL,NULL,O,NULL,8a4c081cef2bb0b9fd8bfe6a42eea652.jpg,NULL
133,NULL,2018-07-23 00:00:00,VetMóvel,NULL,NULL,O,NULL,638673897c501c9a10f22dd59a976eb7.jpeg,NULL
134,NULL,2018-07-23 00:00:00,Estado,NULL,NULL,O,NULL,4148ab7f302ad67c3d49ec3e4263f12c.jpg,NULL
135,NULL,2018-07-23 00:00:00,Preço,NULL,NULL,O,NULL,a6b3c8d2125b794acb8f299af405b72f.jpg,NULL
136,NULL,2018-07-24 00:00:00,Julho,NULL,NULL,Manter,NULL,27b0aa26ada20d2732a7cc95669b8caa.jpg,NULL
137,NULL,2018-07-24 00:00:00,FMI reduz previsão de crescimento do País,NULL,NULL,Atribuindo,NULL,342bd170c68a77bca952be0a84e2eb69.jpg,NULL
138,NULL,2018-07-25 00:00:00,Coletânea,NULL,NULL,Está,NULL,d6dc4d42239001f52b90c5d355225348.jpg,NULL
139,NULL,2018-07-25 00:00:00,INSS: Pagamento da primeira parcela do 13º de aposent,NULL,NULL,Aposentados,NULL,aca83cc01bfedd88ec4c20bb2aadf5e5.jpg,NULL
140,NULL,2018-07-25 00:00:00,Estabilidade e complemento de renda na aposentadoria,NULL,NULL,Pensar,NULL,761a926689d1cc696bd0c5b37c974efd.jpg,NULL
141,NULL,2018-07-26 00:00:00,Hoje é Dia dos Avós! Entenda o porquê da data,NULL,NULL,"Dona Aninhas era como todos conheciam a portuguesa Ana Elisa do Couto (1926-2007) em Penafiel, cidade de 15 mil habitantes na região do Porto. E se hoje ela tem",NULL,c7df653bef1b7632fe2e1f3d8c636255.jpg,NULL
142,NULL,2018-08-06 00:00:00,Partidos,NULL,NULL,Partidos,NULL,e6433cee7658f1b43b0bc30d3319ab06.jpg,NULL
143,NULL,2018-08-06 00:00:00,"Petrobras anuncia queda de 0,69% no preço da gasolina",NULL,NULL,"Petrobras anuncia queda de 0,69% no preço da gasolina",NULL,fea1a833c4a33524cbc5996587e808df.jpg,NULL
144,NULL,2018-08-08 00:00:00,Inflação,NULL,NULL,"Após forte alta na passagem de maio para junho, a inf",NULL,df273f825c18c27758078da4b8b4d7f2.jpg,NULL
145,NULL,2018-08-08 00:00:00,Receita,NULL,NULL,"A Receita Federal abre hoje (8), a partir das 9h, consulta",NULL,0e1eef4b882f6f330ccb1ba6277c2578.jpg,NULL
146,NULL,2018-08-08 00:00:00,TRE,NULL,NULL,O,NULL,3a87c8e95874e101e5e9e7814d106905.jpg,NULL
147,NULL,2018-08-09 00:00:00,Zona Azul deve funcionar na Capital por meio de aplicativos a partir do dia 16 deste mês,NULL,NULL,O sistema de estacionamentos de vias públicas na Capi,NULL,630070afdf99c607ce438bb0058a98c6.jpg,NULL
148,NULL,2018-08-09 00:00:00,Air,NULL,NULL,Fortaleza,NULL,2570c797fa43c452116560e5af08ee6e.jpg,NULL
149,NULL,2018-08-10 00:00:00,Qual,NULL,NULL,Da,NULL,f004e441e09bea0272c22b8643f2b92e.jpg,NULL
150,NULL,2018-08-10 00:00:00,"O que abre e o que fecha no feriado de Nossa Senhora de Assunção, no dia 15",NULL,NULL,Na,NULL,33310dff0973d1387623972511ad48ad.jpg,NULL
151,NULL,2018-08-13 00:00:00,"Ferro,",NULL,NULL,"Ferro,",NULL,8de5977cf16ddc076a0cf9c5f6c4bd78.jpg,NULL
152,NULL,2018-08-20 00:00:00,Gasolina e etanol mais baratos no CE,NULL,NULL,O,NULL,80f59179d5664dfdadfc1a4b6ba08094.jpg,NULL
153,NULL,2018-08-20 00:00:00,Sentir-se jovem é o primeiro passo para se manter jov,NULL,NULL,A ciência deu mais um passo para demonstrar que pesso,NULL,fdf5c2cf38add62361fee063080cc9f0.jpg,NULL
154,NULL,2018-08-20 00:00:00,Secretaria de Previdência alerta sobre golpe aplicado,NULL,NULL,A,NULL,812f8c6b070b860e9c75e875066096bf.jpg,NULL
155,NULL,2018-08-20 00:00:00,Especialistas alertam para epidemias de Zika e Chikungunya no verão,NULL,NULL,A,NULL,161b02b088757f3c25919a8c4738684a.jpg,NULL
156,NULL,2018-08-22 00:00:00,Guia dá dicas de como fazer bom uso da internet nas e,NULL,NULL,"O manual traz dicas de como evitar problemas disseminados pelas tecnologias digitais, como as diversas formas",NULL,ade7c5e02547d69d79d7c66b25d6fc27.jpg,NULL
157,NULL,2018-08-22 00:00:00,Beira-Mar tem obras iniciadas,NULL,NULL,"Foram iniciadas, na segunda-feira (20), obras de requalificação",NULL,9ac9ffdfcb8633d60e9314301e631185.jpeg,NULL
158,NULL,2018-08-28 00:00:00,Vai faltar água em 25 bairros de Fortaleza nesta quar,NULL,NULL,Vinte e cinco bairros de Fortaleza ficarão sem abaste,NULL,d0cacb5a93de457c9c0b0deaf09a6bec.jpg,NULL
159,NULL,2018-08-28 00:00:00,Ministério,NULL,NULL,Ministério,NULL,443edd142569427b8da63fda6e440e8c.jpg,NULL
160,NULL,2018-09-03 00:00:00,Incêndio atinge Museu Nacional do Rio de Janeiro,NULL,NULL,Um,NULL,9969368f4d86a31a4d7cb666e91aac08.jpg,NULL
161,NULL,2018-09-03 00:00:00,Avenida,NULL,NULL,,NULL,2ff4d5693851026c9ae5ca9df3e02af7.jpg,NULL
162,NULL,2018-09-04 00:00:00,STF decide que empresas podem contratar trabalhadores terceirizados para qualquer atividade,NULL,NULL,O Supremo Tribunal Federal (STF) decidiu na última qu,NULL,e1980108b3f41ee0a1b17ef6b5136e9b.jpg,NULL
163,NULL,2018-09-04 00:00:00,Museu Nacional abrigava milhares de peças do Cariri,NULL,NULL,Juazeiro do Norte. O incêndio que destruiu o Museu Na,NULL,<blank>,NULL
