PflId,FtpId,LogId,LogArq,LogDsc,LogDta
162,1,110,CON100218090.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,109,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-10 19:05:03
162,1,110,CON100218090.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,109,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-10 19:05:03
162,1,110,CON100218090.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,102,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-10 18:05:01
162,1,102,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-10 18:05:01
162,1,143,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 08:05:02
162,1,138,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 07:05:01
162,1,129,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 06:05:05
162,1,130,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,2016-02-11 06:05:05
162,1,97,PAC_242739_20160205165947.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,98,PAC_242749_20160210083032.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,93,DupSEDEX_242742_20160210081827.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,94,DupSEDEX_242794_20160210120728.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,95,E_SEDEX_242752_20160210083431.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,96,E_SEDEX_242796_20160210120728.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,88,CON100218041.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,88,CON100218041.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,88,CON100218041.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,89,DupE_SEDEX_242796_20160210120728.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,250,CON110218491.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,129,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 06:05:05
162,1,130,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,2016-02-11 06:05:05
162,1,131,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,2016-02-11 06:05:05
162,1,131,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,2016-02-11 06:05:05
162,1,132,Arquivos Enviados 2,Qtde de arquivos enviados nesta rodada: 2,2016-02-11 06:05:05
162,1,253,CON110218590.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,255,DupE_SEDEX_242909_20160211094059.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,130,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,2016-02-11 06:05:05
162,1,131,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,2016-02-11 06:05:05
162,1,132,Arquivos Enviados 2,Qtde de arquivos enviados nesta rodada: 2,2016-02-11 06:05:05
162,1,251,CON110218540.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,149,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 09:05:01
162,1,150,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 09:05:01
162,1,265,PAC_242834_20160210150420.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,267,PAC_242881_20160210173250.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,186,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110121.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110121.TXT,2016-02-11 11:05:27
162,1,187,Arquivos Enviados 2,Qtde de arquivos enviados nesta rodada: 2,2016-02-11 11:05:27
162,1,193,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 12:05:01
162,1,258,DupPAC_242881_20160210173250.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,259,DupPAC_242912_20160211094106.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,193,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 12:05:01
162,1,100,SEDEX_242742_20160210081827.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,101,SEDEX_242794_20160210120728.TXT,Apagar Indesejado,2016-02-10 18:05:01
162,1,102,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-10 18:05:01
162,1,266,PAC_242848_20160210155225.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,271,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 19:05:01
162,1,270,PAC_242944_20160211114538.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,277,CON11021918094.TXT,Apagar Indesejado,2016-02-11 20:05:02
162,1,155,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 10:05:02
162,1,110,CON100218090.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,109,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-10 19:05:03
162,1,110,CON100218090.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,111,CON100218140.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,112,DupSEDEX_242794_20160210120728.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,113,SEDEX_242742_20160210081827.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,114,SEDEX_242794_20160210120728.TXT,Apagar Indesejado,2016-02-10 19:05:03
162,1,115,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-10 19:05:03
162,1,312,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-12 09:05:02
162,1,313,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-12 09:05:02
162,1,276,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 20:05:02
162,1,121,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-10 20:05:01
162,1,120,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-10 20:05:01
162,1,121,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-10 20:05:01
162,1,337,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-12 13:05:02
162,1,336,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-12 13:05:02
162,1,1211,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-19 14:05:02
162,1,279,DupE_SEDEX_242885_20160210173651.TXT,Apagar Indesejado,2016-02-11 20:05:02
162,1,279,DupE_SEDEX_242885_20160210173651.TXT,Apagar Indesejado,2016-02-11 20:05:02
162,1,130,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,2016-02-11 06:05:05
162,1,130,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,2016-02-11 06:05:05
162,1,129,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 06:05:05
162,1,130,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100050.TXT,2016-02-11 06:05:05
162,1,131,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160210 100106.TXT,2016-02-11 06:05:05
162,1,132,Arquivos Enviados 2,Qtde de arquivos enviados nesta rodada: 2,2016-02-11 06:05:05
162,1,260,DupPAC_242928_20160211102913.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,259,DupPAC_242912_20160211094106.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,138,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 07:05:01
162,1,138,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 07:05:01
162,1,137,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 07:05:01
162,1,138,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 07:05:01
162,1,270,PAC_242944_20160211114538.TXT,Apagar Indesejado,2016-02-11 19:05:01
162,1,278,CON11021924185.TXT,Apagar Indesejado,2016-02-11 20:05:02
162,1,144,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 08:05:02
162,1,144,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 08:05:02
162,1,143,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 08:05:02
162,1,144,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 08:05:02
162,1,299,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160212 070037.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160212 070037.TXT,2016-02-12 07:05:16
162,1,299,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160212 070037.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160212 070037.TXT,2016-02-12 07:05:16
162,1,150,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 09:05:01
162,1,150,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 09:05:01
162,1,149,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 09:05:01
162,1,150,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 09:05:01
162,1,336,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-12 13:05:02
162,1,343,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-12 14:05:02
162,1,156,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 10:05:02
162,1,156,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 10:05:02
162,1,155,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 10:05:02
162,1,156,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 10:05:02
162,1,355,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-12 16:05:02
162,1,381,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-12 18:05:01
162,1,380,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-12 18:05:01
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,184,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 11:05:26
162,1,185,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110110.TXT,2016-02-11 11:05:27
162,1,186,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110121.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160211 110121.TXT,2016-02-11 11:05:27
162,1,187,Arquivos Enviados 2,Qtde de arquivos enviados nesta rodada: 2,2016-02-11 11:05:27
162,1,439,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-13 09:05:29
162,1,440,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160213 090112.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160213 090112.TXT,2016-02-13 09:05:29
162,1,194,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 12:05:01
162,1,290,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-12 06:05:02
162,1,194,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 12:05:01
162,1,193,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 12:05:01
162,1,194,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 12:05:01
162,1,472,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-13 13:05:02
162,1,478,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-13 14:05:02
162,1,477,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-13 14:05:02
162,1,200,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 13:05:01
162,1,199,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 13:05:01
162,1,200,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 13:05:01
162,1,496,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-13 17:05:02
162,1,496,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-13 17:05:02
162,1,301,Arquivos Enviados 2,Qtde de arquivos enviados nesta rodada: 2,2016-02-12 07:05:16
162,1,206,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 14:05:02
162,1,205,Geral,Conectado OK a 200.182.6.117 com usuário correios,2016-02-11 14:05:02
162,1,206,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 14:05:02
162,1,514,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-13 20:05:02
162,1,523,/var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160213 100054.TXT,Upload com sucesso do arquivo /var/www/html/vippuploads/FTP/000000000162/Retorno/RAS20160213 100054.TXT,2016-02-14 06:05:09
162,1,307,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-12 08:05:01
162,1,212,Arquivos Enviados 0,Qtde de arquivos enviados nesta rodada: 0,2016-02-11 15:05:02

