id_pagfat,obs,oper,cod_sto,dat_pgt,num_fat,cod_cli,dat_comp,val_lanc
101,<blank>,0401005,20909756,2015-01-13,87300,002010000,2015-08-06,-190.99
102,<blank>,0401005,20909756,2015-01-13,87301,002010000,2015-08-06,-146.51
103,<blank>,0401005,20909756,2015-01-14,87302,001040000,2015-08-06,-151.35
104,<blank>,0401005,20909756,2015-01-16,87306,003860000,2015-08-06,-554.79
105,<blank>,0401005,20909756,2015-01-16,87307,030790000,2015-08-06,-864.5
106,<blank>,0401005,20909756,2015-01-16,87308,002800000,2015-08-06,-81
107,<blank>,0401005,20909756,2015-01-16,87309,003090000,2015-08-06,-192.9
108,<blank>,0401005,20909756,2015-01-16,87310,000010000,2015-08-06,-134.6
109,<blank>,0401005,20909756,2015-01-16,87311,030670000,2015-08-06,-6.5
110,<blank>,0401005,20909756,2015-01-16,87312,000180000,2015-08-06,-19.2
111,<blank>,0401005,20909756,2015-01-16,87313,002080000,2015-08-06,-84.2
112,<blank>,0401005,20909756,2015-01-16,87314,004450000,2015-08-06,-562.7
113,<blank>,0401005,20909756,2015-01-16,87316,003420000,2015-08-06,-58
114,<blank>,0401005,20909756,2015-01-16,87317,030110000,2015-08-06,-89.95
115,<blank>,0401005,20909756,2015-01-16,87318,030740000,2015-08-06,-67.4
116,<blank>,0401005,20909756,2015-01-16,87319,000340000,2015-08-06,-917.8
117,<blank>,0401005,20909756,2015-01-16,87320,000350000,2015-08-06,-99.9
118,<blank>,0401005,20909756,2015-01-16,87321,000330000,2015-08-06,-390.3
119,<blank>,0401005,20909756,2015-01-16,87322,030930000,2015-08-06,-197.9
120,<blank>,0401005,20909756,2015-01-16,87323,030940000,2015-08-06,-17.4
121,<blank>,0401005,20909756,2015-01-16,87325,002140000,2015-08-06,-10.1
122,<blank>,0401005,20909756,2015-01-16,87327,000500000,2015-08-06,-72.9
123,<blank>,0401005,20909756,2015-01-16,87328,030700000,2015-08-06,-36.5
124,<blank>,0401005,20909756,2015-01-16,87329,154500000,2015-08-06,-454.17
125,<blank>,0401005,20909756,2015-01-16,87330,004040000,2015-08-06,-639.35
126,<blank>,0401005,20909756,2015-01-16,87331,004220000,2015-08-06,-170.3
127,<blank>,0401005,20909756,2015-01-16,87333,030950000,2015-08-06,-3571.3
128,<blank>,0401005,20909756,2015-01-16,87334,004600000,2015-08-06,-88.1
129,<blank>,0401005,20909756,2015-01-16,87335,003730000,2015-08-06,-580.12
130,<blank>,0401005,20909756,2015-01-16,87336,001810000,2015-08-06,-356.95
131,<blank>,0401005,20909756,2015-01-16,87337,030520000,2015-08-06,-183.5
132,<blank>,0401005,20909756,2015-01-16,87338,030080000,2015-08-06,-111.9
133,<blank>,0401005,20909756,2015-01-16,87339,030440000,2015-08-06,-56.01
134,<blank>,0401005,20909756,2015-01-16,87340,030590000,2015-08-06,-18.67
135,<blank>,0401005,20909756,2015-01-16,87341,030410000,2015-08-06,-18.67
136,<blank>,0401005,20909756,2015-01-16,87342,030850000,2015-08-06,-492.61
137,<blank>,0401005,20909756,2015-01-16,87343,003000000,2015-08-06,-319.3
138,<blank>,0401005,20909756,2015-01-16,87344,002740000,2015-08-06,-74.5
139,<blank>,0401005,20909756,2015-01-16,87345,004720000,2015-08-06,-34.5
140,<blank>,0401005,20909756,2015-01-16,87346,002130000,2015-08-06,-18.67
141,<blank>,0401005,20909756,2015-01-16,87347,154490000,2015-08-06,-164.7
142,<blank>,0401005,20909756,2015-01-16,87348,002730000,2015-08-06,-373.37
143,<blank>,0401005,20909756,2015-01-16,87350,030580000,2015-08-06,-492.9
144,<blank>,0401005,20909756,2015-01-16,87352,000810000,2015-08-06,-85.3
145,<blank>,0401005,20909756,2015-01-16,87354,003780000,2015-08-06,-92.55
146,<blank>,0401005,20909756,2015-01-16,87355,030320000,2015-08-06,-2576.35
147,<blank>,0401005,20909756,2015-01-16,87356,030880000,2015-08-06,-253.45
148,<blank>,0401005,20909756,2015-01-16,87357,030310000,2015-08-06,-96.27
149,<blank>,0401005,20909756,2015-01-16,87358,002240000,2015-08-06,-162.45
150,<blank>,0401005,20909756,2015-01-16,87359,030910000,2015-08-06,-374.2
151,<blank>,0401005,20909756,2015-01-16,87361,001010000,2015-08-06,-54.4
152,<blank>,0401005,20909756,2015-01-16,87362,000690000,2015-08-06,-5245.33
153,<blank>,0401005,20909756,2015-01-16,87363,001050000,2015-08-06,-319.7
154,<blank>,0401005,20909756,2015-01-16,87364,004030000,2015-08-06,-374.6
155,<blank>,0401005,20909756,2015-01-16,87368,030030000,2015-08-06,-1713.45
156,<blank>,0401005,20909756,2015-01-16,87369,001260000,2015-08-06,-191.8
157,<blank>,0401005,20909756,2015-01-16,87370,001280000,2015-08-06,-36.94
158,<blank>,0401005,20909756,2015-01-16,87371,154400000,2015-08-06,-5707.77
159,<blank>,0401005,20909756,2015-01-20,87372,000230000,2015-08-06,-595.45
160,<blank>,0401005,20909756,2015-01-20,87373,004840000,2015-08-06,-85.4
161,<blank>,0401005,20909756,2015-01-23,87374,002010000,2015-08-06,-192.53
162,<blank>,0401005,20909756,2015-01-27,87375,004180000,2015-08-06,-2613.45
163,<blank>,0401005,20909756,2015-01-27,87376,000420000,2015-08-06,-1581.31
164,<blank>,0401005,20909756,2015-01-30,87380,000870747,2015-08-06,-109.8
165,<blank>,0401005,20909756,2015-01-30,87381,154470000,2015-08-06,-703.75
166,<blank>,0401005,20909756,2015-01-30,87382,154470000,2015-08-06,-521.6
167,<blank>,0401005,20909756,2015-01-30,87391,030090000,2015-08-06,-2281.83
168,<blank>,0401005,20909756,2015-01-30,87392,004800000,2015-08-06,-877.5
169,<blank>,0401005,20909756,2015-01-30,87393,002530000,2015-08-06,-454.34
170,<blank>,0401005,20909756,2015-01-30,87394,002140000,2015-08-06,-2.35
171,<blank>,0401005,20909756,2015-01-30,87395,001770000,2015-08-06,-320.65
172,<blank>,0401005,20909756,2015-01-30,87396,000871169,2015-08-06,-86.63
173,<blank>,0401005,20909756,2015-01-30,87397,000870343,2015-08-06,-138.6
174,<blank>,0401005,20909756,2015-01-30,87399,000780000,2015-08-06,-1477.3
175,<blank>,0401005,20909756,2015-01-30,87400,001850000,2015-08-06,-171.4
176,<blank>,0401005,20909756,2015-01-30,87401,003220000,2015-08-06,-6.5
177,<blank>,0401005,20909756,2015-01-30,87402,001500000,2015-08-06,-91.9
178,<blank>,0401005,20909756,2015-01-30,87403,001040000,2015-08-06,-57.7
179,<blank>,0401005,20909756,2015-01-30,87404,003860000,2015-08-06,-952.22
180,<blank>,0401005,20909756,2015-01-30,87405,030790000,2015-08-06,-457.35
181,<blank>,0401005,20909756,2015-01-30,87406,002800000,2015-08-06,-24.1
182,<blank>,0401005,20909756,2015-01-30,87407,003090000,2015-08-06,-68
183,<blank>,0401005,20909756,2015-01-30,87408,000010000,2015-08-06,-82.7
184,<blank>,0401005,20909756,2015-01-30,87409,030670000,2015-08-06,-1807
185,<blank>,0401005,20909756,2015-01-30,87410,000040000,2015-08-06,-16.35
186,<blank>,0401005,20909756,2015-01-30,87411,000180000,2015-08-06,-1.35
187,<blank>,0401005,20909756,2015-01-30,87412,004450000,2015-08-06,-572.9
188,<blank>,0401005,20909756,2015-01-30,87413,000290000,2015-08-06,-221.1
189,<blank>,0401005,20909756,2015-01-30,87414,003420000,2015-08-06,-145.48
190,<blank>,0401005,20909756,2015-01-30,87415,030110000,2015-08-06,-66.85
191,<blank>,0401005,20909756,2015-01-30,87416,030740000,2015-08-06,-102.2
192,<blank>,0401005,20909756,2015-01-30,87417,000340000,2015-08-06,-824.7
193,<blank>,0401005,20909756,2015-01-30,87418,000350000,2015-08-06,-419.6
194,<blank>,0401005,20909756,2015-01-30,87419,030930000,2015-08-06,-359.2
195,<blank>,0401005,20909756,2015-01-30,87421,030940000,2015-08-06,-150.7
196,<blank>,0401005,20909756,2015-01-30,87423,000500000,2015-08-06,-364.25
197,<blank>,0401005,20909756,2015-01-31,87424,154500000,2015-08-06,-533.52
198,<blank>,0401005,20909756,2015-01-31,87425,004040000,2015-08-06,-796.74
199,<blank>,0401005,20909756,2015-01-31,87426,030890000,2015-08-06,-125.15
200,<blank>,0401005,20909756,2015-01-31,87427,030950000,2015-08-06,-1850.12
201,<blank>,0401005,20909756,2015-01-31,87428,004600000,2015-08-06,-324.9
202,<blank>,0401005,20909756,2015-01-31,87429,003730000,2015-08-06,-533.9
203,<blank>,0401005,20909756,2015-01-31,87430,001810000,2015-08-06,-507.4
204,<blank>,0401005,20909756,2015-01-31,87431,030520000,2015-08-06,-98.1
205,<blank>,0401005,20909756,2015-01-31,87432,030080000,2015-08-06,-136.4
206,<blank>,0401005,20909756,2015-01-31,87433,030440000,2015-08-06,-93.35
207,<blank>,0401005,20909756,2015-01-31,87434,030410000,2015-08-06,-37.34
208,<blank>,0401005,20909756,2015-01-31,87435,002980000,2015-08-06,-69
209,<blank>,0401005,20909756,2015-01-31,87436,030850000,2015-08-06,-543.57
210,<blank>,0401005,20909756,2015-01-31,87438,004720000,2015-08-06,-66.67
211,<blank>,0401005,20909756,2015-01-31,87439,002130000,2015-08-06,-18.67
212,<blank>,0401005,20909756,2015-01-31,87440,154490000,2015-08-06,-83.45
213,<blank>,0401005,20909756,2015-01-31,87441,154470000,2015-08-06,-360.85
214,<blank>,0401005,20909756,2015-01-31,87442,002730000,2015-08-06,-192.4
215,<blank>,0401005,20909756,2015-01-31,87444,030580000,2015-08-06,-274.14
216,<blank>,0401005,20909756,2015-01-31,87447,154550000,2015-08-06,-124.8
217,<blank>,0401005,20909756,2015-01-31,87448,003780000,2015-08-06,-104.7
218,<blank>,0401005,20909756,2015-01-31,87449,003160000,2015-08-06,-334.55
219,<blank>,0401005,20909756,2015-01-31,87450,000970000,2015-08-06,-45.35
220,<blank>,0401005,20909756,2015-01-31,87451,030880000,2015-08-06,-784.6
221,<blank>,0401005,20909756,2015-01-31,87453,030310000,2015-08-06,-49.6
222,<blank>,0401005,20909756,2015-01-31,87454,002240000,2015-08-06,-186.35
223,<blank>,0401005,20909756,2015-01-31,87455,030910000,2015-08-06,-246
224,<blank>,0401005,20909756,2015-01-31,87456,154540000,2015-08-06,-30.9
225,<blank>,0401005,20909756,2015-01-31,87458,001010000,2015-08-06,-28.25
226,<blank>,0401005,20909756,2015-01-31,87459,000690000,2015-08-06,-1595.92
227,<blank>,0401005,20909756,2015-01-31,87460,001050000,2015-08-06,-344.75
228,<blank>,0401005,20909756,2015-01-31,87461,004910000,2015-08-06,-48.6
229,<blank>,0401005,20909756,2015-01-31,87463,004030000,2015-08-06,-268.3
230,<blank>,0401005,20909756,2015-01-31,87464,031070000,2015-08-06,-36.5
231,<blank>,0401005,20909756,2015-01-31,87465,002270000,2015-08-06,-252.5
232,<blank>,0401005,20909756,2015-01-31,87466,001210000,2015-08-06,-49
233,<blank>,0401005,20909756,2015-01-31,87468,001260000,2015-08-06,-324.8
234,<blank>,0401005,20909756,2015-01-31,87469,001280000,2015-08-06,-157.27
235,<blank>,0401005,20909756,2015-02-02,87470,000330000,2015-08-06,-148.8
236,<blank>,0401005,20909756,2015-02-03,87471,000290000,2015-08-06,-81.81
237,<blank>,0401005,20909756,2015-02-04,87473,003100000,2015-08-06,-24.72
238,<blank>,0401005,20909756,2015-02-04,87474,030500000,2015-08-06,-141.5
239,<blank>,0401005,20909756,2015-02-06,87476,003230000,2015-08-06,-3991.3
240,<blank>,0401005,20909756,2015-02-10,87477,003000000,2015-08-06,-350.4
241,<blank>,0401005,20909756,2015-02-13,87480,003860000,2015-08-06,-1080.13
242,<blank>,0401005,20909756,2015-02-13,87481,030790000,2015-08-06,-373.3
243,<blank>,0401005,20909756,2015-02-13,87482,002800000,2015-08-06,-147.25
244,<blank>,0401005,20909756,2015-02-13,87483,003090000,2015-08-06,-103.63
245,<blank>,0401005,20909756,2015-02-13,87484,000010000,2015-08-06,-342.35
246,<blank>,0401005,20909756,2015-02-13,87485,000040000,2015-08-06,-56.05
247,<blank>,0401005,20909756,2015-02-13,87487,004450000,2015-08-06,-1313.9
248,<blank>,0401005,20909756,2015-02-13,87488,000290000,2015-08-06,-137.82
249,<blank>,0401005,20909756,2015-02-13,87489,003420000,2015-08-06,-145.9
250,<blank>,0401005,20909756,2015-02-13,87490,030110000,2015-08-06,-82.45
251,<blank>,0401005,20909756,2015-02-13,87491,030740000,2015-08-06,-101.4
252,<blank>,0401005,20909756,2015-02-13,87492,000350000,2015-08-06,-388.3
253,<blank>,0401005,20909756,2015-02-13,87493,030930000,2015-08-06,-170.6
254,<blank>,0401005,20909756,2015-02-13,87494,030940000,2015-08-06,-76.75
255,<blank>,0401005,20909756,2015-02-13,87496,154500000,2015-08-06,-396.17
256,<blank>,0401005,20909756,2015-02-13,87497,004040000,2015-08-06,-223.58
257,<blank>,0401005,20909756,2015-02-13,87498,030890000,2015-08-06,-238.55
258,<blank>,0401005,20909756,2015-02-13,87499,000340000,2015-08-06,-822.7
259,<blank>,0401005,20909756,2015-02-13,87500,000330000,2015-08-06,-745.1
260,<blank>,0401005,20909756,2015-02-13,87502,004600000,2015-08-06,-56.5
261,<blank>,0401005,20909756,2015-02-13,87503,003730000,2015-08-06,-655.75
262,<blank>,0401005,20909756,2015-02-13,87504,001810000,2015-08-06,-378.3
263,<blank>,0401005,20909756,2015-02-13,87505,030520000,2015-08-06,-298
264,<blank>,0401005,20909756,2015-02-13,87506,030080000,2015-08-06,-55.8
265,<blank>,0401005,20909756,2015-02-13,87507,030440000,2015-08-06,-37.34
266,<blank>,0401005,20909756,2015-02-13,87508,030430000,2015-08-06,-37.34
267,<blank>,0401005,20909756,2015-02-13,87509,030410000,2015-08-06,-37.34
268,<blank>,0401005,20909756,2015-02-13,87510,002980000,2015-08-06,-133.7
269,<blank>,0401005,20909756,2015-02-13,87511,030850000,2015-08-06,-406.29
270,<blank>,0401005,20909756,2015-02-13,87512,003000000,2015-08-06,-323.1
271,<blank>,0401005,20909756,2015-02-13,87513,002130000,2015-08-06,-70.24
272,<blank>,0401005,20909756,2015-02-13,87515,154490000,2015-08-06,-101.65
273,<blank>,0401005,20909756,2015-02-13,87517,002730000,2015-08-06,-259.05
274,<blank>,0401005,20909756,2015-02-13,87519,030580000,2015-08-06,-393.2
275,<blank>,0401005,20909756,2015-02-13,87520,000810000,2015-08-06,-28.05
276,<blank>,0401005,20909756,2015-02-13,87522,154550000,2015-08-06,-36.6
277,<blank>,0401005,20909756,2015-02-13,87523,003780000,2015-08-06,-72.3
278,<blank>,0401005,20909756,2015-02-13,87524,003160000,2015-08-06,-193.2
279,<blank>,0401005,20909756,2015-02-13,87525,000970000,2015-08-06,-716.2
280,<blank>,0401005,20909756,2015-02-13,87526,030880000,2015-08-06,-755.05
281,<blank>,0401005,20909756,2015-02-13,87527,030310000,2015-08-06,-169
282,<blank>,0401005,20909756,2015-02-13,87528,002240000,2015-08-06,-192.2
283,<blank>,0401005,20909756,2015-02-13,87529,030910000,2015-08-06,-844.6
284,<blank>,0401005,20909756,2015-02-13,87531,001010000,2015-08-06,-1091.42
285,<blank>,0401005,20909756,2015-02-13,87532,000690000,2015-08-06,-5838.5
286,<blank>,0401005,20909756,2015-02-13,87533,001050000,2015-08-06,-289.25
287,<blank>,0401005,20909756,2015-02-13,87534,002270000,2015-08-06,-360.7
288,<blank>,0401005,20909756,2015-02-13,87535,004030000,2015-08-06,-505.3
289,<blank>,0401005,20909756,2015-02-13,87536,031070000,2015-08-06,-63.7
290,<blank>,0401005,20909756,2015-02-13,87537,001210000,2015-08-06,-49.85
291,<blank>,0401005,20909756,2015-02-13,87538,030030000,2015-08-06,-1582.42
292,<blank>,0401005,20909756,2015-02-13,87539,001260000,2015-08-06,-194.15
293,<blank>,0401005,20909756,2015-02-13,87540,001280000,2015-08-06,-37.77
294,<blank>,0401005,20909756,2015-02-13,87541,004910000,2015-08-06,-81
295,<blank>,0401005,20909756,2015-02-13,87542,154470000,2015-08-06,-706.37
296,<blank>,0401005,20909756,2015-02-23,87543,002010000,2015-08-06,-213.75
297,<blank>,0401005,20909756,2015-02-24,87544,004180000,2015-08-06,-10609.95
298,<blank>,0401005,20909756,2015-02-26,87546,000420000,2015-08-06,-1270.7
299,<blank>,0401005,20909756,2015-02-26,87547,001570000,2015-08-06,-859.5
300,<blank>,0401005,20909756,2015-02-27,87549,000020000,2015-08-06,-73.25
301,<blank>,0401005,20909756,2015-02-27,87552,003900000,2015-08-06,-4.5
302,<blank>,0401005,20909756,2015-02-27,87554,000500000,2015-08-06,-15.5
303,<blank>,0401005,20909756,2015-02-27,87555,000871169,2015-08-06,-163.55
304,<blank>,0401005,20909756,2015-02-27,87556,000870343,2015-08-06,-38.8
305,<blank>,0401005,20909756,2015-02-27,87557,001770000,2015-08-06,-306.6
306,<blank>,0401005,20909756,2015-02-27,87558,030400000,2015-08-06,-468.05
307,<blank>,0401005,20909756,2015-02-27,87560,003520000,2015-08-06,-100.15
308,<blank>,0401005,20909756,2015-02-27,87561,001500000,2015-08-06,-686.15
309,<blank>,0401005,20909756,2015-02-27,87562,030090000,2015-08-06,-1680.23
310,<blank>,0401005,20909756,2015-02-27,87563,001040000,2015-08-06,-40.5
311,<blank>,0401005,20909756,2015-02-27,87565,004800000,2015-08-06,-225.7
312,<blank>,0401005,20909756,2015-02-27,87566,003860000,2015-08-06,-649.39
313,<blank>,0401005,20909756,2015-02-27,87567,030790000,2015-08-06,-193.45
314,<blank>,0401005,20909756,2015-02-27,87568,002800000,2015-08-06,-52.95
315,<blank>,0401005,20909756,2015-02-27,87569,003090000,2015-08-06,-4003.19
316,<blank>,0401005,20909756,2015-02-27,87570,000010000,2015-08-06,-99.05
317,<blank>,0401005,20909756,2015-02-27,87571,030670000,2015-08-06,-1796.35
318,<blank>,0401005,20909756,2015-02-27,87572,000040000,2015-08-06,-9.1
319,<blank>,0401005,20909756,2015-02-27,87574,000180000,2015-08-06,-20.5
320,<blank>,0401005,20909756,2015-02-27,87575,031150000,2015-08-06,-42.9
321,<blank>,0401005,20909756,2015-02-27,87576,004450000,2015-08-06,-466.8
322,<blank>,0401005,20909756,2015-02-27,87577,003420000,2015-08-06,-21.3
323,<blank>,0401005,20909756,2015-02-27,87578,030110000,2015-08-06,-45.4
324,<blank>,0401005,20909756,2015-02-27,87580,000350000,2015-08-06,-330.85
325,<blank>,0401005,20909756,2015-02-27,87582,030930000,2015-08-06,-256.6
326,<blank>,0401005,20909756,2015-02-27,87583,030330000,2015-08-06,-32.4
327,<blank>,0401005,20909756,2015-02-27,87584,000290000,2015-08-06,-236.58
328,<blank>,0401005,20909756,2015-02-27,87585,030940000,2015-08-06,-75.3
329,<blank>,0401005,20909756,2015-02-27,87587,154500000,2015-08-06,-238.65
330,<blank>,0401005,20909756,2015-02-27,87588,004040000,2015-08-06,-235.61
331,<blank>,0401005,20909756,2015-02-27,87589,030890000,2015-08-06,-551.6
332,<blank>,0401005,20909756,2015-02-27,87590,030950000,2015-08-06,-5493.13
333,<blank>,0401005,20909756,2015-02-27,87591,003730000,2015-08-06,-320.8
334,<blank>,0401005,20909756,2015-02-27,87592,001810000,2015-08-06,-307.2
335,<blank>,0401005,20909756,2015-02-27,87593,030520000,2015-08-06,-155.1
336,<blank>,0401005,20909756,2015-02-27,87594,030080000,2015-08-06,-73.6
337,<blank>,0401005,20909756,2015-02-27,87597,002980000,2015-08-06,-26.6
338,<blank>,0401005,20909756,2015-02-27,87598,030850000,2015-08-06,-400.34
339,<blank>,0401005,20909756,2015-02-27,87599,003000000,2015-08-06,-228.5
