id_fat,cod_sto,dat_vnc,dat_fat,num_fat,sts_fat,val_fat,cod_cli
34914,20909756,2018-08-27,2018-08-16,93280,0,117.8,030110000
34915,20909756,2018-08-27,2018-08-16,93281,0,1718.05,000340000
34916,20909756,2018-08-27,2018-08-16,93282,0,439.5,000350000
34917,20909756,2018-08-27,2018-08-16,93283,0,842,000330000
34918,20909756,2018-08-27,2018-08-16,93284,0,97.4,155430000
34919,20909756,2018-08-27,2018-08-16,93285,0,377.9,030930000
34920,20909756,2018-08-27,2018-08-16,93286,0,544.1,155790000
34921,20909756,2018-08-27,2018-08-16,93287,0,47.55,030330000
34922,20909756,2018-08-27,2018-08-16,93288,0,700.5,154500000
34923,20909756,2018-08-27,2018-08-16,93289,2,296.2,155140000
34924,20909756,2018-08-27,2018-08-16,93290,0,447.05,004040000
34925,20909756,2018-08-27,2018-08-16,93292,0,482.3,155610000
34926,20909756,2018-08-27,2018-08-16,93293,0,193.2,001810000
34927,20909756,2018-08-27,2018-08-16,93294,0,229.6,002730000
34928,20909756,2018-08-27,2018-08-16,93295,0,299.5,030580000
34929,20909756,2018-08-27,2018-08-16,93296,0,1065.74,030500000
34930,20909756,2018-08-27,2018-08-16,93297,0,21.3,000810000
34931,20909756,2018-08-27,2018-08-16,93299,0,50.3,031080000
34932,20909756,2018-08-27,2018-08-16,93300,0,243.95,155100000
34933,20909756,2018-08-27,2018-08-16,93302,0,303.4,155670000
34934,20909756,2018-08-27,2018-08-16,93303,0,948.6,155870000
34935,20909756,2018-08-27,2018-08-16,93304,0,785.5,002240000
34936,20909756,2018-08-27,2018-08-16,93305,0,165.75,001010000
34937,20909756,2018-08-27,2018-08-16,93306,0,188.3,155780000
34938,20909756,2018-08-27,2018-08-16,93307,0,225.05,004030000
34939,20909756,2018-08-27,2018-08-16,93308,0,657.75,031070000
34940,20909756,2018-08-27,2018-08-16,93309,0,257.82,002270000
34941,20909756,2018-08-27,2018-08-16,93310,0,355.1,001260000
34942,20909756,2018-08-27,2018-08-16,93311,0,102.65,001280000
34943,20909756,2018-08-27,2018-08-16,93312,0,218.45,002010000
34944,20909756,2018-08-27,2018-08-16,93313,0,35.15,155580000
34945,20909756,2018-09-05,2018-08-16,93314,0,2472,155490000
34946,20909756,2018-09-11,2018-08-29,93315,2,170.92,003420000
34947,20909756,2018-09-11,2018-08-29,93316,2,79.6,030110000
34948,20909756,2018-09-11,2018-08-29,93317,2,1265.25,000340000
34949,20909756,2018-09-11,2018-08-29,93318,2,857.9,000350000
34950,20909756,2018-09-11,2018-08-29,93319,2,220.15,000330000
34951,20909756,2018-09-11,2018-08-29,93320,2,109.7,030930000
34952,20909756,2018-09-11,2018-08-29,93321,2,435.8,155790000
34953,20909756,2018-09-11,2018-08-29,93322,2,62.2,030330000
34954,20909756,2018-08-13,2018-08-01,93210,2,525.4,000420000
34955,20909756,2018-08-13,2018-08-01,93219,2,740.73,031070000
34956,20909756,2018-08-13,2018-08-01,93225,2,885.25,155830000
34998,20909756,2018-09-12,2018-09-02,93323,0,274.3,000020000
34999,20909756,2018-09-12,2018-09-02,93324,0,116.02,154520000
35000,20909756,2018-09-12,2018-09-02,93329,0,490.7,155360000
35001,20909756,2018-09-12,2018-09-02,93330,0,215.6,155570000
35002,20909756,2018-09-12,2018-09-02,93331,0,1875.7,154610000
35003,20909756,2018-09-12,2018-09-02,93332,0,271.2,004180000
35004,20909756,2018-09-21,2018-09-02,93334,0,482.3,000420000
35005,20909756,2018-09-21,2018-09-02,93335,0,244.2,001570000
35006,20909756,2018-09-17,2018-09-02,93336,0,215.01,001040000
35007,20909756,2018-09-12,2018-09-02,93337,0,705.85,030790000
35008,20909756,2018-09-12,2018-09-02,93338,0,490.6,155830000
35009,20909756,2018-09-12,2018-09-02,93339,0,95.4,002800000
35010,20909756,2018-09-12,2018-09-02,93340,0,272.3,000010000
35011,20909756,2018-09-12,2018-09-02,93341,0,69.8,000040000
35012,20909756,2018-09-12,2018-09-02,93342,0,25,000180000
35013,20909756,2018-09-12,2018-09-02,93343,0,166.55,004840000
35014,20909756,2018-09-12,2018-09-02,93344,0,436.8,155410000
35015,20909756,2018-09-12,2018-09-02,93345,0,85.35,000290000
35016,20909756,2018-09-12,2018-09-02,93351,0,97,030940000
35017,20909756,2018-09-12,2018-09-02,93352,0,26.9,155710000
35018,20909756,2018-09-12,2018-09-02,93353,0,357.85,155890000
35019,20909756,2018-09-12,2018-09-02,93354,0,1897.3,155070000
35020,20909756,2018-09-12,2018-09-02,93355,0,201.5,030850000
35021,20909756,2018-09-12,2018-09-02,93356,0,29.4,155270000
35022,20909756,2018-09-12,2018-09-02,93358,2,21.3,002130000
35023,20909756,2018-09-12,2018-09-02,93359,0,36.2,004910000
35024,20909756,2018-09-12,2018-09-02,93360,0,15.1,155640000
35025,20909756,2018-09-12,2018-09-02,93361,0,279.9,155700000
35026,20909756,2018-09-12,2018-09-02,93362,0,849.45,154500000
35027,20909756,2018-09-12,2018-09-02,93363,0,141.64,004040000
35028,20909756,2018-09-12,2018-09-02,93364,2,586.75,155140000
35029,20909756,2018-09-12,2018-09-02,93366,0,621.4,155610000
35030,20909756,2018-09-12,2018-09-02,93367,0,429.45,001810000
35031,20909756,2018-09-12,2018-09-02,93368,0,232.6,002730000
35032,20909756,2018-09-12,2018-09-02,93369,0,486.8,030580000
35033,20909756,2018-09-12,2018-09-02,93370,0,1182.56,030500000
35034,20909756,2018-09-12,2018-09-02,93371,0,24.7,000810000
35035,20909756,2018-09-12,2018-09-02,93372,0,230.7,031080000
35036,20909756,2018-09-12,2018-09-02,93373,0,112,155100000
35037,20909756,2018-09-12,2018-09-02,93374,0,138.7,155340000
35038,20909756,2018-09-12,2018-09-02,93376,0,989.4,155870000
35039,20909756,2018-09-12,2018-09-02,93377,0,24.1,154540000
35040,20909756,2018-09-12,2018-09-02,93378,0,24.1,155590000
35041,20909756,2018-09-12,2018-09-02,93379,0,363.88,001010000
35042,20909756,2018-09-12,2018-09-02,93380,0,71.75,000690000
35043,20909756,2018-09-12,2018-09-02,93381,0,399.15,155780000
35044,20909756,2018-09-12,2018-09-02,93382,0,7861.45,155740000
35045,20909756,2018-09-12,2018-09-02,93383,0,122.65,004030000
35046,20909756,2018-09-12,2018-09-02,93384,0,535.8,031070000
35047,20909756,2018-09-12,2018-09-02,93385,0,123.55,002270000
35048,20909756,2018-09-12,2018-09-02,93386,0,381.2,001260000
35049,20909756,2018-09-12,2018-09-02,93387,0,190,002010000
35050,20909756,2018-09-12,2018-09-02,93388,0,199.6,155730000
35051,20909756,2018-09-12,2018-09-03,93389,0,170.92,003420000
35052,20909756,2018-09-12,2018-09-03,93390,0,79.6,030110000
35053,20909756,2018-09-12,2018-09-03,93391,0,1799.55,000340000
35054,20909756,2018-09-12,2018-09-03,93392,0,1333.4,000350000
35055,20909756,2018-09-12,2018-09-03,93393,0,220.15,000330000
35056,20909756,2018-09-12,2018-09-03,93394,0,34.1,155430000
35057,20909756,2018-09-12,2018-09-03,93395,0,109.7,030930000
35058,20909756,2018-09-12,2018-09-03,93396,0,518.7,155790000
35059,20909756,2018-09-12,2018-09-03,93397,0,123,030330000
35060,20909756,2018-09-12,2018-09-02,93346,2,534.3,000340000
35061,20909756,2018-09-12,2018-09-02,93347,2,475.5,000350000
35062,20909756,2018-09-12,2018-09-02,93348,2,34.1,155430000
35063,20909756,2018-09-12,2018-09-02,93349,2,82.9,155790000
35064,20909756,2018-09-12,2018-09-02,93350,2,60.8,030330000
35069,20909756,2018-09-12,2018-09-04,93398,0,245.3,002240000
35070,20909756,2018-09-13,2018-09-04,93399,0,882.95,155140000
35073,20909756,2018-10-11,2018-10-02,93512,0,20.8,155920000
35075,20909756,2018-10-11,2018-09-29,93454,2,440.3,155140000
35076,20909756,2018-10-15,2018-10-03,93513,0,440.3,155140000
35166,20909756,2018-10-11,2018-09-29,93491,2,35.1,002130000
35257,20909756,2018-10-26,2018-10-16,93516,0,178.8,030790000
35258,20909756,2018-10-26,2018-10-16,93517,0,815.15,155830000

