PdtIdx,UsrIdx,idDownload,AgeLib,SrvIpx,UsrNom,SrvUrl,DboNom,AgeNom,CodSto,DboTip
1,STBRADMIN,106,1,172.31.37.250,Administrador da SANTA BARBARA,rj.postal.net.br,acfrj,SANTA BARBARA,50906496,2
1,FATIADMIN,107,1,172.31.37.250,Administrador da ACF F?TIMA,www.postal.net.br,acfsp_10012017,NOSSA SENHORA DE FATIMA,50906569,2
1,ERLIADMIN,108,1,172.31.37.250,Administrador da AGF ERLI,rj.postal.net.br,acfrj,ERLI,50906704,2
1,JACAREPAGUA,109,1,172.31.37.250,Administrador da ACF,agfestradadejacarepagua.postal.net.br,acfjacarepagua,ESTRADA JACAREPAGUA,50906712,2
1,NOVOADMIN,110,1,172.31.37.250,Administrador da ACF TUNEL NOVO,www.acftunelnovo.com.br,acftunelnovo,SECTOR,50906747,2
1,MBARADMIN,111,1,172.31.37.250,Administrador da ACF MARIZ E BARROS,www.postal.net.br,acfsp_10012017,MARIZ,50906810,2
1,CARRADMIN,112,1,172.31.37.250,Administrador da ACF,agfbarraletter.postal.net.br,acfcarrefour,BARRA LETTER,50906879,2
1,ACFCANUDOS,113,1,172.31.37.250,Administrador da ACF,www.acfcanudos.com.br,acfcanudosb,BARTOLOMEU DE GUSMAO,64900096,2
1,rgraadmin,114,1,172.31.37.250,Administrador ACF Rua Grande,acfrs.postal.net.br,acfrs,VINTE E CINCO DE JULHO,64900380,2
1,ALPAADMIN,115,1,172.31.37.250,Administrador da ACF ALBERTO PASQUALINI,acfrs.postal.net.br,acfrs,ALBERTO PASQUALINI,64900550,2
1,CRISADMIN,116,1,172.31.37.250,Administrador da ACF CRISTAL,acfrs.postal.net.br,acfrs,CIDADE ALTA,64900584,2
1,pioxadmin,117,1,172.31.37.250,Administrador ACF Pio X,acfrs.postal.net.br,acfrs,PAPA PIO X,64900649,2
1,RBCAADMIN,118,1,172.31.37.250,Administrador da ACF RIO BRANCO (CANOAS),acfrs.postal.net.br,acfrs,GUILHERME SCHELL,64901246,2
1,ITAJAIADMIN,119,1,172.31.37.250,Administrador da ACF,sc.postal.net.br,acfsc,SAO JOAO,68904096,2
1,RBADMIN,120,1,172.31.37.250,Administrador ACF Rio Branco,www.postal.net.br,acfsp_10012017,AVENIDA RIO BRANCO,68904142,2
1,SSADMIN,121,1,172.31.37.250,ACF SANTO SARAIVA,agfrsantossaraiva.postal.net.br,acfsantossaraiva,RUA SANTOS SARAIVA,68904151,2
1,PROSADMIN,122,1,172.31.37.250,Administrador da ACF PROSPERA,sc.postal.net.br,acfsc,BAIRRO PROSPERA,68904185,2
1,CTNRADM,123,1,172.31.37.250,ADM ACF Centenário,sc.postal.net.br,acfsc,RUI BARBOSA,68904207,2
1,ILHSADM,124,1,172.31.37.250,ADM ACF Ilhéus,sc.postal.net.br,acfsc,RUA ILHEUS,68904215,2
1,ITPNADMIN,125,1,172.31.37.250,Administrador da ACF ITOUPAVA NORTE,sc.postal.net.br,acfsc,BAIRRO ITOUPAVA NORTE,68904231,2
1,velhaadm,126,1,172.31.37.250,Administrador ACF VELHA,sc.postal.net.br,acfsc,BAIRRO VELHA,68904240,2
1,AZBJADM,127,1,172.31.37.250,Adm ACF Azambuja,sc.postal.net.br,acfsc,BEIRA RIO,68904274,2
1,JCADMIN,128,1,172.31.37.250,Admin. ACF Joinville Centro,sc.postal.net.br,acfsc,JACOB RICHLIN,68904304,2
1,JSULADMIN,129,1,172.31.37.250,Administrador da ACF JOINVILLE SUL,www.acfsul.com.br,acfjoinvillesul,CORONEL FRANCISCO GOMES,68904312,2
1,STESADMIN,130,1,172.31.37.250,Administrador da ACF JOINVILLE NORTE,www.satescorreios.com.br,acfjoinvillenorte,AMERICA,68904321,2
1,TRDEADM,131,1,172.31.37.250,ADM ACF Trindade,sc.postal.net.br,acfsc,BAIRRO TRINDADE,68904355,2
1,BELAADMIN,132,1,172.31.37.250,Administrador da ACF BELA VISTA,sc.postal.net.br,acfsc,BAIRRO BELA VISTA,68904703,2
1,GARCADMIN,133,1,172.31.37.250,Administrador ACF Garcia,sc.postal.net.br,acfsc,GLORIA,68904738,2
1,IRIRADMIN,134,1,172.31.37.250,Administrador da AGF IRIRIU,sc.postal.net.br,acfsc,IRIRIU,68904789,2
1,SHAMADM,135,1,172.31.37.250,ADM ACF Shopping Americanas,sc.postal.net.br,acfsc,AMERICANAS,68904797,2
1,ALCAADM,136,1,172.31.37.250,Adm ACF Álvaro de Carvalho,sc.postal.net.br,acfsc,RUA ALVARO DE CARVALHO,68904843,2
1,PIRA00094,137,1,172.31.37.250,GRACIANA COMERCIO REPR LTDA,sc.postal.net.br,acfsc,DISTRITO INDUSTRIAL NORTE,68904851,2
1,R600ADMIN,138,1,172.31.37.250,Administrador da AGF RUA 600,sc.postal.net.br,acfsc,RUA 600,68904941,2
1,BCVAADM,139,1,172.31.37.250,ADM ACF Bocaiúva,sc.postal.net.br,acfsc,RUA BOCAIUVA,68904959,2
1,CARLOSJOFRE,140,1,172.31.37.250,Administrador da ACF,sc.postal.net.br,acfsc,RUA CARLOS JOFRE,68905050,2
1,santADMIN,141,1,172.31.37.250,Administrador da ACF,sc.postal.net.br,acfsc,BAIRRO SANTA RITA,68905114,2
1,BMARADMIN,142,1,172.31.37.250,Administrador da ACF BEIRAMAR SHOPPING,www.beiramarpost.com.br,acf_accibeiramar,BEIRAMAR SHOPPING,68912714,2
1,PERDADMIN,143,1,172.31.37.250,Administrador da AGF PERDIZES,spi.postal.net.br,acfspi,PERDIZES,72900067,2
1,SANTADMIN,144,1,172.31.37.250,Administrador da ACF,agfsantacruz.postal.net.br,acfloefgreen,SANTA CRUZ,72900148,2
1,ACF PIO XI,145,1,172.31.37.250,ACF PIO XI/ AZUL MARINHO,agfvilaromana.postal.net.br,acfpio11,VILA ROMANA,72900164,2
1,PENTADMIN,146,1,172.31.37.250,Administrador da ACF TIMOTEO PENTEADO,www.acftimoteopenteado.com.br,acftimoteopenteado,JARDIM SANTA MENA,72900334,2
1,RACHADMIN,147,1,172.31.37.250,Administrador da AGF RAGUEB CHOHFI,www.postal.net.br,acfsp_10012017,RAGUEB CHOHFI,72900342,2
1,MAZZADMIN,148,1,172.31.37.250,Administrador da ACF AVENIDA MAZZEI,spi.postal.net.br,acfspi,AVENIDA MAZZEI,72900369,2
1,JDCDADMIN,149,1,172.31.37.250,Administrador da JARDIM CIDALIA,spi.postal.net.br,acfspi,JARDIM CIDALIA,72900377,2
1,CURSADMIN,150,1,172.31.37.250,Administrador da ACF CURSINO,agfcursino.postal.net.br,acfcursino,DO CURSINO,72900393,2
1,BERRINI,151,1,172.31.37.250,Administrador da ACF,www.acfberrini.com.br,acfberrini,LUIS CARLOS BERRINI,72900440,2
1,INTLADMIN,152,1,172.31.37.250,Administrador da ACF INTERLAGOS,agfavinterlagos.postal.net.br,acfinterlagos,AVENIDA INTERLAGOS,72900458,2
1,VBADMIN,153,1,172.31.37.250,Administrador da ACF Vital Brasil,www.vitalbr.com.br,acfvitalbrasil,DOUTOR VITAL BRASIL,72900491,2
1,RIOPADMIN,154,1,172.31.37.250,Administrador da ACF RIO PEQUENO,www.acfriopequeno.com.br,acfriopequeno,SAO PATRICIO,72900521,2
1,vimoadmin,155,1,172.31.37.250,Administrador Village Morumbi,www.acfvillagemorumbi.com.br,acfvillagemorumbi,MORUMBI,72900555,2
1,BRASADMIN,156,1,172.31.37.250,Administrador da AGF BRASILIA,spi.postal.net.br,acfspi,BRASILIA,72900571,2
1,19JNADMIN,157,1,172.31.37.250,Administrador da ACF,agfamarosobrinho.postal.net.br,acf19dejaneiro,AMARO SOBRINHO,72900601,2
1,AVCEADMIN,158,1,172.31.37.250,Administrador da AVENIDA CELSO GARCIA,spi.postal.net.br,acfspi,AVENIDA CELSO GARCIA,72900628,2
1,CECOADMIN,159,1,172.31.37.250,Administrador da ACF,www.acfcerrocora.com.br,acfcerrocora,ALTO DA LAPA,72900652,2
1,POMOADMIN,160,1,172.31.37.250,Administrador da ACF,agfportal.postal.net.br,acfportaldomorumbi,PORTAL,72900661,2
1,BURTADMIN,161,1,172.31.37.250,Administrador da ACF BURITIS,agfengarmandodearruda.postal.net.br,acfburitis,ENGENHEIRO ARMANDO DE ARRUDA,72900695,2
1,marejdias,162,1,172.31.37.250,Administrador da AGF TENENTE SILVA ARAUJO,agftenentesilva.postal.net.br,acfjoaodias,TENENTE SILVA ARAUJO,72900733,2
1,RANGADMIN,163,1,172.31.37.250,Administrador da ACF RANGEL PESTANA,www.acfrangel.com.br,acfrangelpestana,JULIO DE MESQUITA,72900741,2
1,GRJUADMIN,164,1,172.31.37.250,Administrador da ACF GRANJA JULIETA,www.postal.net.br,acfsp_10012017,ADOLFO PINHEIRO,72900750,2
1,CEBRADMIN,165,1,172.31.37.250,Administrador da ACF Center Bras,www.acfcenterbras.com.br,acfcenterbras,ALFANDEGA,72900792,2
1,LAPCADMIN,166,1,172.31.37.250,Administrador da LAPA CENTRO,www.postal.net.br,acfsp_10012017,GEORGE SCHIMIDT,72900806,2
1,AYSEADMIN,167,1,172.31.37.250,Administrador da AGF AYRTON SENNA,agfayrtonsenna.postal.net.br,acfspi,AYRTON SENNA,72900873,2
1,FLRSADMIN,168,1,172.31.37.250,Administrador da ACF Flores,tibaji.postal.net.br,acfflores,BARRA DO TIBAJI,72900890,2
1,SDOMADMIN,169,1,172.31.37.250,Administrador da ACF,agfparquesaodomingos.postal.net.br,acfparquesaodomingos,PARQUE SAO DOMINGOS,72900903,2
1,ANCHADMIN,170,1,172.31.37.250,Administrador da ACF ANCHIETA,acfanchietasp.postal.net.br,acfanchieta_sp,SACOMA,72900911,2
1,BESTADMIN,171,1,172.31.37.250,Administrador da ACF BEST SHOPPING,www.postal.net.br,acfsp_10012017,KENNEDY,72900920,2
1,ITABADMIN,172,1,172.31.37.250,Administrador da ACF ITABERABA,agffreguesiadoo.postal.net.br,acfitaberaba,FREGUESIA DO O,72900954,2
1,NOVOADMIN,173,1,172.31.37.250,Administrador da ACF NOVO MUNDO,spi.postal.net.br,acfspi,PARQUE NOVO MUNDO,72900971,2
1,PAFEADMIN,174,1,172.31.37.250,Administrador da ACF PAULA FERREIRA,www.dellpost.com.br,acfpaulaferreira,PEREIRA BARRETO,72900997,2
1,VINOADMIN,175,1,172.31.37.250,Administrador da VILA NOGUEIRA,spi.postal.net.br,acfspi,NOGUEIRA,72901004,2
1,LICOADMIN,176,1,172.31.37.250,ADMINISTRADOR AGF LICO MAIA,spi.postal.net.br,acfspi,LICO MAIA,72901012,2
1,SEJAADMIN,177,1,172.31.37.250,Administrador da ACF SERRA DO JAPI,www.acfserradojapi.com.br,acfserradojapi,VILA GOMES CARDIM,72901063,2
1,JSULADMIN,178,1,172.31.37.250,Administrador da ACF SHOPPING JARDIM SUL,www.nossocorreio.com.br,acfshoppingjardimsul,GIOVANNI GRONCHI,72901098,2
1,VBELADMIN,179,1,172.31.37.250,Administrador da ACF,www.acfviladasbelezas.com.br,acfviladasbelezas,JARDIM SAO LUIS,72901101,2
1,CBELADMIN,180,1,172.31.37.250,Administrador da ACF CAMPO BELO,agfvieirademorais.postal.net.br,acfcampobelo,VIEIRA DE MORAIS,72901128,2
1,INCMADMIN,181,1,172.31.37.250,Administrador da ACF INCONF. MINEIRA,agfvilaantonieta.postal.net.br,acfinconfidenciamineira,VILA ANTONIETA,72901136,2
1,PBRRADMIN,182,1,172.31.37.250,Administrador da ACF PAES DE BARROS,agfjumana.postal.net.br,acfpaesdebarros,JUMANA,72901225,2
1,MAPLADMIN,183,1,172.31.37.250,Administrador da ACF MARIA PAULA,agfnovedejulho.postal.net.br,acfmariapaula,NOVE DE JULHO,72901250,2
1,VLANADMIN,184,1,172.31.37.250,Administrador da ACF VILA ANASTACIO,www.scmpostal.com.br,acfvilaanastacio,ANASTACIO,72901276,2
1,ZILDADMIN,185,1,172.31.37.250,Administrador da ACF ZILDA,agfcaetanoalvares.postal.net.br,acfzilda,CAETANO ALVARES,72901292,2
1,PALMADMIN,186,1,172.31.37.250,Administrador da ACF PALMEIRAS,www.acfpalmeiras.com.br,acfpalmeiras,CAMPOS ELISIOS,72901438,2
